code,year,type,subtype,fatalities,location,source,description
D,1851.09,riot,race,1,"Christiana, PA",Gilje,"September: A marshall, a posse and a slave owner attempt to get fugitive slaves at William Parker's. 15-25 blacks engage in a gun battle with them. One white - the slave owner - killed, several others seriously wounded."
,1852.07,riot,,1,Baltimore,HC_1852_07_27.pdf,A riot between the United and New Market Companies. Several shot. Mr. Didier is not expected to survive
,1852.08,riot,,1,"Fremont, OH",HC_1852_08_25.pdf,"A riot among the laborers. One man was shot dead, several wounded."
,1852.09,riot,,1,Philadelphia,HC_1852_09_06.pdf,Firemen Riot
,1852.11,lynching,extralegal,3,Los Angeles,Gilje,"November: Mexican-American bandits kill local judge. Some bandits apprehended. Several taken from court house and hanged.	"
,1852.11,riot,political,1,NYC,NYT_1852_12_04,Tammany Hall Riot 1852.12.04
,1853.05,riot,ethnic,1,"Blair Co, PA",HC_1853_05_13.pdf,Fighting between Leinster and Connaught men. One person burned with the house.
,1853.05,lynching,extralegal,1,"Council Bluffs, Iowa	",Gilje,"May: Mob seized Baltimore (??), tried him for the murder of a fellow traveller on a wagon train and hanged (??)."
,1853.07,riot,labor,2,Pembroke,HC_1853_07_14.pdf,Buffalo and Corning Railroad. Irish laborers. Sabotage. Two ringleaders were shot dead by the officer.
,1853.07,riot,ethnic,1,Philadelphia,HC_1853_07_09.pdf,Fighting between two fire companies. A bystander killed.
,1853.09,riot,labor,2,"Somerset, OH",HC_1853_09_12.pdf,Irish laborers on the railroad against the Sheriff with 100 deputies
,1853.12,riot,ethnic,1,Cincinnati,HC_1853_12_21a.pdf,The Bushop riot. Rioting was caused by the visit of the Pope's Nunzio Bedini. One person was killed by the police.
D,1853.12,riot,labor,2,"Lasalle, IL",HC_1853_12_13.pdf,"Fighting between Irish laborers and the sheriff. A contractor killed, also one of the Irish. "
,1853.12,riot,labor,2,"Lasalle, IL",Gilje,"December: Irish canal workers, angered by a 20% cut in pay, attacked the contractor's house and beat him to a pulp. Before order could be restored, authorities killed one rioter."
,1853.12,riot,ethnic,7,"Williamsburg, N. Y.",HC_1853_12_21.pdf,Fighting between two Irish factions. 7 People wounded fatally
,1854.00,riot,political,1,"New Orleans	",Gilje,"Election riots. Steve O'Leary, Police chief shot while try to eject reformers; policeman named Mochlin stabbed to death while leading rowdies in an attack on reformers.	"
,1854.03,riot,ethnic,1,"New Haven, CT",HC_1854_03_20.pdf,Fighting between students and Irishmen.
D,1854.05,riot,political,1,Boston,NYT,"The Buras Riot at Boston - the riot and attempt to rescue the fugitive slave BURNS from the custody of the United States Marshal, on the night of the 26th May, when they were driven back, after killing JAMES BATCHELDER."
D,1854.05,riot,race,1,Boston,HC_1854_05_29.pdf,Fugitive slave riot. A US Marshall shot dead
,1854.05,riot,race,1,Boston,Gilje,"May: Large crowd attempts to break into the courthouse to free fugitive slave Anthony Barns. During the attempt, some shots fired, killing one of the deputies.	"
,1854.05,riot,ethnic,2,Brooklyn,HC_1854_06_06.pdf,Fight between Roman Catholics and Americans Two Killed and a number Wounded.
,1854.07,riot,ethnic,3,Philadelphia,HC_1854_07_29.pdf,Fighting between fire companies. 3 persons shot it is feared fatally.
D,1854.08,riot,ethnic,10,St. Louis,HC_1854_08_15.pdf,Fighting between Irishmen and Americans
,1854.08,riot,ethnic,9,St. Louis,Gilje,"August: Nativist riot lasting several days. Claim that an Irishman stabbed an American in the back led to Nativist attack on Irish neighborhood. 50-60 houses destroyed with axes, etc. Irish fought back. 8-10 killed, many injured. Began August 7th, election day."
,1854.08,riot,ethnic,3,"White's Corners, NY",HC_1854_08_21.pdf,Irish versus Americans. Near Buffalo
,1854.09,riot,ethnic,3,New Orleans,HC_1854_09_16.pdf,Irish vs. Americans. 3 or 4 killed
,1854.11,riot,ethnic,1,Los Angeles,Gilje,November: Two murderers sentenced separately to hanging. The Anglo was given a stay; the Mexican was hanged immediately. Mexicans angered at this difference in treatment stormed the jail and lynched the Anglo.
,1854.11,riot,political,1,Williamsburgh,HC_1854_11_11.pdf,Williamsburgh Riot. An Irishman Harrison died the next day
,1855.01,riot,labor,1,"Ridgeway, NY",NYT,Serious Railroad Riot--One Man Killed and Several Wounded--Great Excitement
,1855.01,riot,labor,1,"Ridgeway, NY",HC_1855_01_22.pdf,"Buffalo, Brautford, and Goodrich Railroad. Strikers spiked the track. A gun fight between company men and strikers. Simon Wemple, a company man, killed, several more wounded, including strikers."
D,1855.04,riot,ethnic,1,Chicago,HC_1855_04_23.pdf,"A procession of Germans and Irish marched to Court House against the temperance law. Fighting with the police. One man killed, 5-6 wounded."
,1855.04,riot,ethnic,1,Chicago,Gilje,"April: Demonstration against tavern licensing. Germans objected to the measure. Police broke up 1st demonstration, but when the Germans returned prepared for a confrontation a riot broke out. One German killed; one peace officer had his arm blown off by a shotgun."
,1855.04,riot,"political, nativist",2,"Cincinnati, OH",Gilje,"April: Nativist election riots. On the 2nd a mob of 300-400 nativists invade German area and destroyed 1,300 German ballots because of reported ballot stuffing. Intermittent attacks on Germans and Irish followed. German barricaded the streets in the Over-the-Rhine area. When 400 nativists invaded on the night of the 3rd the Germans were well organized and trained, beat them back. Killing two. Scattered violence continued through the 4th."
,1855.06,riot,extralegal,1,"Portland, ME",HC_1855_06_08.pdf,"Portland Rum riot. A crowd of Irish wanted to destroy liquor purchased by the Mayor (apparently, in order to regularize the sale of alcohol). The Rigle Guards shot at them and dispersed the crowd. One member, Robbins, was killed."
,1855.07,riot,ethnic,1,"Columbus, OH",HC_1855_07_06.pdf,"A procession of firemen, tanners, and others. FIghting. Young man received a ball and died half hour later."
,1855.08,riot,ethnic,2,Baltimore,Gilje,August: Fire companies battle; 2 men killed.
D,1855.08,riot,political,20,"Louisville, KY",HC_1855_08_09.pdf,Louisville Election Riot.
D,1855.08,riot,ethnic,20,"Louisville, KY",Gilje,"August: Nativist mob with knives, muskets, and cannon sought to attack a Catholic church. The mayor dissuaded them, but the nativists attacked Irish neighborhood, burning down houses. In the fighting between the two sides, at least 20 killed."
,1855.08,riot,political,20,"Louisville, KY",Gilje 1996: 67,Louisville Election Riot. August: a battle between nativists and Germans and irish. A cannon was used.
,1855.08,lynching,race,1,"Montgomery Co., AL	",Gilje,"August: A slave clubbed a master to death, a Dr. MacDonald, in retaliation for punishment. The slave gave himself up. The whites in the neighborhood, however, becamse so agitated that they burned the slave alive the next day. Subsequently, the whites took up a collection to reimburse the MacDonald family for the cost of the slave."
,1855.12,riot,ethnic,1,"Dunkirk, ??",HC_1855_12_08.pdf,"A riot between Irish and Americans. A Russian, Polerski, was killed."
,1856.01,riot,section,1,"Easton, Kansas",Gilje,Bleeding Kansas. January: Free-soil election disrupted by pro-slave forces. Taunts led to threats and exchange of shots. A southerner was killed.
,1856.01,lynching,section,1,"Kikapoo, Kansas",Gilje,"Bleeding Kansas. January: When local pro-slavery rangers heard what happened at Easton, they captured free-soil captain Reese Brown. While they debated whether they should try him before killing him, one of the Rangers put an axe into Brown's skull. They deposited his body at his farm's door."
,1856.02,lynching,ethnic,2,Los Angeles,Gilje,February: Crowd took Mexican prisoners - one a bandit involved in 1855 revolt - out of jail and executed both by hanging.
,1856.05,riot,section,5,"Pottawatomie Creek, Kansas",Gilje,Bleeding Kansas. May: John Brown and 8 followers visit three homes and execute 5 pro-slavery men (two were boys) in brutal massacre.
,1856.05,riot,section,2,"Prairie City, Kansas",Gilje,"Bleeding Kansas. May: Pro-slavery men, after capturing local minister, rode into town to be met by 20 or 50 free-soil men, who fired upon them. Two men killed. Next day free-soil men, with John Brown and company attack Captain Pate's pro-slavery force of 50. Although free-soil men outnumbered, they capture Pate and half his men. Two opposing forces in area almost collide, but federal troops arrive and restore order."
,1856.05,riot,extralegal,4,San Francisco,Gilje,"May: Organization of S.F. vigilance committee by middle and upper class Protestants to counter Irish-Catholic political machine and violence. On May 12, Comm. Seized two accused murderers, tries and executes them. Committee then active in arrestig and banishing others. Confronts governor's forces and wins. Tries and executes two others and disbands in August.	H+W p.458-462"
,1856.05,riot,section,3,"Santa Fe Trail, Kansas",Gilje,"Bleeding Kansas. May: Eight free-soilers ambush 18 pro-slavery men, killing several."
,1856.06,assassination,religion,1,"Beaver Island, MI",Wiki,"On Monday, June 16, 1856, Strang was waylaid around 7:00 PM on the dock at the harbor of St. James, chief city of Beaver Island, by Wentworth and Bedford, who shot him in the back. All of this was carried out in full view of several officers and men of the USS Michigan, a U.S. Naval vessel docked in the harbor. Not one person on board the ship made any effort to warn or to aid the intended victim."
,1856.06,riot,section,1,"Franklin, Kansas",Gilje,Bleeding Kansas. June: Free soilers attack a half-built fort and a pro-slavery man killed.
,1856.06,riot,political,3,New Orleans,Gilje,"June: Great deal of election rioting, mostly by know-nothings. At least two men killed and a score wounded. Maybe 4 men killed."
,1856.08,riot,section,3,Kansas,Gilje,"Bleeding Kansas. August: Free-soil men capture Fort Titus. One free-soiler killed, 2 pro-slavery killed. A cannon used. Titus captured and sent to Lawrence."
,1856.08,riot,section,8,"Osawatomie, Kansas",Gilje,"Bleeding Kansas. August: Missourians under the leadership of General John Reid, at the invitation of pro-slavery interim governor attacked this free-soil town. Forty free-soilers ambushed them and resulting gun battle led to 5 free-soilerss killed, 3 wounded, and 2 killed and 3 wounded pro-slavery. After driving off the free-soil forces, pro-slavery men ran into Frederick Brown, John's son, and killed him. They then sacked the town. Shortly thereafter 2 larges forces (1300 each) fired a few volleys at each other and separated."
,1856.09,riot,ethnic,1,Baltimore,Gilje,"September: ""Rip-Rap"" and Wanpawoag Clubs attack 17th ward house kept by James clar on Light street, opposite Warren. Bricks used and some shots fired. One man killed, several wounded during half hour battle. Police eventually disperse rioters Nativist battle."
